,01brn,02symm,03max_BO,04mean_BO,05depthX,06depthY,07depthZ,08sholl100,09sholl200,10sholl300,11l200,12l300,13l400,14max_PL,15min_PL,16mean_PL,17max_lng,18mean_lng,19Total_lng,20max_lng_d,21mean_lng_d,22max_D,23mean_D,24GR2,25GR3,26max GR,27meanGR,28above2,name,file
0,2.303196057420489,-0.23184775866522372,1.0791812460476249,0.8481287186209651,2.686332335520298,2.4423229557455746,2.4239336448373057,1.4771212547196624,1.3424226808222062,0.7781512503836436,1.568201724066995,1.3424226808222062,1.0791812460476249,2.7869700708272775,2.06226254915187,2.4955074791041327,2.6027900767644097,1.7046665624530517,4.01429672987895,3.014744438607913,2.115247023689408,-0.2829131724759667,-0.8140892377869465,1.9030899869919435,0.0,0.3010299956639815,0.29412972607481447,-0.4001060704285453,neurogliaform,NMO_37063
1,2.4756711883244296,-0.27003035947462306,1.3010299956639813,0.9516784017288611,2.8869811445322022,2.672550397176725,1.7693034601890818,1.662757831681574,1.505149978319906,1.4313637641589874,1.7160033436347992,1.462397997898956,1.2304489213782739,2.8427538514779704,2.1057823210545505,2.5670930887946892,2.5764003303951446,1.76041538403561,4.240422326992761,2.939932833041494,2.0858960835821403,-0.04095859516261415,-0.6063899886270997,2.03342375548695,1.0791812460476249,0.7708728865731752,0.29819553646885893,-0.44224743283747997,neurogliaform,NMO_06139
2,2.173186268412274,-0.2774907015228336,1.146128035678238,0.8852272681005976,2.5637064803148926,2.424031808970005,2.3654318224904203,1.5440680443502757,0.8450980400142568,0.0,1.3617278360175928,0.9030899869919435,0.47712125471966244,2.764218808178278,2.087986551565624,2.5704255738206725,2.440399427278435,1.7531683052261628,3.9350118931709352,2.70413972146895,2.0092862774628237,0.3729119836653162,-0.4572579676274797,1.6812412373755872,1.0,0.8759256596137501,0.29029992811262095,-0.49194503103668685,neurogliaform,NMO_37721
3,2.320146286111054,-0.2636005524485298,1.2304489213782739,0.8758799148723801,2.713465341522406,2.7595771998605745,2.218036331200945,1.3617278360175928,1.3979400086720377,1.3617278360175928,1.7323937598229686,1.4471580313422192,1.2041199826559248,2.953706782798929,2.245745720592905,2.689896937035177,2.8114056115576593,1.8931514258112345,4.2194872867399855,3.1220062553059176,2.181682468526934,-0.17351085598970933,-0.5599454077363122,2.0492180226701815,1.0791812460476249,0.6216320466243219,0.31558151687264024,-0.2709282634408724,neurogliaform,NMO_37075
4,2.786041210242554,-0.3151453860578201,1.5185139398778875,1.1225093836015376,3.0259650007798573,2.881333291705074,2.4937925310696665,1.8573324964312685,1.5797835966168101,1.2787536009528289,1.9493900066449128,1.6020599913279625,1.3424226808222062,3.086057126085906,1.8686352037224596,2.623596540131361,2.7753467593257155,1.6403691984321467,4.428537569573315,3.187301121169219,2.050930915814287,-0.011604357115163083,-0.8064816837108795,2.3909351071033793,0.0,0.3025622845339194,0.2931076338907288,-0.3951061031391751,neurogliaform,NMO_37076
5,2.6053050461411096,-0.2194786814101841,1.0791812460476249,0.883115759900392,2.8160821400283953,2.539063546747749,2.3969138623652726,1.8750612633917,1.255272505103306,0.6020599913279624,1.9493900066449128,1.6989700043360187,1.4471580313422192,2.8962398655347212,2.141614935790947,2.510072712469208,2.698802689175837,1.7251984213013938,4.333724454878587,3.1107570510193403,2.136504870457999,0.07003787101387732,-0.8104073724306098,2.146128035678238,0.0,0.3010299956639816,0.29446365348018155,-0.4591770104628714,neurogliaform,NMO_37062
6,2.315970345456918,-0.24375442186862972,1.041392685158225,0.8797237686677309,2.445993181787647,2.7727909606658216,2.5094310382437173,1.3617278360175928,0.6020599913279624,0.3010299956639812,1.6812412373755872,1.380211241711606,1.146128035678238,2.872918912323091,1.8433529705594736,2.478983418605983,2.561332151150449,1.705769580369497,4.027988875103416,2.973286512993953,2.115674912850248,-0.08955844871559156,-0.7963682441070792,1.9344984512435677,0.0,0.30102999566398175,0.28725502518568363,-0.38147189421335004,neurogliaform,NMO_37243
7,2.089905111439398,-0.3306601256189927,1.2787536009528289,0.9124666795876093,2.5228092526036705,2.907491977267452,2.1346869925568535,1.3979400086720377,1.255272505103306,0.47712125471966244,1.4313637641589874,1.3424226808222062,1.3010299956639813,2.9001504241381735,2.2814017928155645,2.5988429945126894,2.774875693967858,1.8589095911461142,3.9592801362636774,3.1868300558113614,2.268679771916311,-0.2314994914441759,-0.8106573062252465,1.7481880270062005,0.0,0.3010299956639817,0.2945164775085541,-0.34171708443319754,neurogliaform,NMO_37059
8,2.320146286111054,-0.2636005524485298,1.2304489213782739,0.8758799148723801,2.6104472214421213,2.7251108783810287,2.206610023899224,1.5185139398778875,1.2304489213782739,0.6020599913279624,1.7075701760979363,1.3424226808222062,1.1760912590556813,2.8314891274632634,2.039888428760424,2.5217335937711365,2.7150761785811017,1.7383632842202268,4.064699145148978,3.1270305404246055,2.149219879237684,-0.1703967419583145,-0.813530772572462,1.9242792860618816,0.0,0.30102999566398175,0.29557169251926757,-0.39586700004917236,neurogliaform,NMO_37517
9,1.8388490907372552,-0.21871291507482493,0.9030899869919435,0.6867355479190071,2.915774338435374,2.6350914983243756,2.368733039704047,1.041392685158225,0.9542425094393249,0.6989700043360189,1.2041199826559248,1.0,0.8450980400142568,2.900095376556402,2.0240614666801227,2.618081097619536,2.6211396338898636,1.822240420923879,3.6795729173551477,2.9499282946553955,2.1442658891637705,-0.05803358156636082,-0.6020926742394139,1.255272505103306,0.0,0.30102999566398186,0.2745547611886664,-0.5835765856339492,neurogliaform,NMO_37640
